x,y
71,0.9936
71,1.013
71,0.9736
71,0.9583
71,1.0304
71,1.0243
71,1.0119
72,1.002
72,1.0174
72,0.9998
72,1.0045
72,1.0416
72,1.1098
72,1.0654
72,1.0165
72,0.9831
72,1.1016
72,0.9766
72,0.9877
72,1.0119
72,0.9949
72,1.0666
72,1.0069
72,0.9606
72,1.0077
72,1.0251
72,0.9768
72,0.9545
72,1.0768
73,1.0584
73,1.0578
73,1.0051
73,1.0721
73,0.9764
73,1.0138
73,0.9705
73,1.0655
73,1.0098
73,1.0342
73,1.0
73,1.0542
73,0.9852
73,1.0526
73,1.0034
73,1.0221
73,1.0722
73,1.0577
73,1.0791
73,1.0018
73,1.0499
73,0.964
73,1.0434
73,1.0215
73,0.9667
73,0.9672
73,1.0433
73,1.0328
73,1.0011
74,0.9577
74,0.9768
74,0.9577
74,0.9956
74,1.0103
74,1.0559
74,1.0363
74,1.0076
74,0.9792
74,1.037
74,1.0121
74,0.9708
74,1.0849
74,0.9806
74,1.0215
74,0.9951
74,0.9605
74,0.9858
74,0.9884
75,1.1271
75,0.9649
75,1.0014
75,1.0587
75,1.1075
75,1.0151
75,1.0107
75,0.9525
75,0.9484
75,0.9619
75,0.9614
75,1.0802
75,0.998
75,0.9479
75,0.9975
75,0.9935
75,1.0212
75,0.996
75,0.9838
75,1.1208
75,0.991
75,1.0257
75,1.0263
75,1.0568
75,1.0441
75,0.9838
75,0.9835
76,1.0242
76,1.0597
76,1.0453
76,0.9619
76,1.0615
76,1.0253
76,0.9677
76,1.3966
76,0.9957
76,0.9815
76,0.982
76,0.9984
76,1.0019
76,1.0419
76,0.973
76,1.0642
76,1.0193
76,0.9826
76,1.1912
77,0.9748
77,1.031
77,1.0158
77,0.9917
77,0.9745
77,0.9718
77,1.0177
77,0.9714
77,0.9918
77,1.0981
77,0.9739
77,1.3254
77,1.0208
77,0.9234
77,0.9858
77,0.9796
77,0.961
77,0.9366
77,0.9783
77,0.9805
77,1.1187
77,1.0209
78,1.0801
78,1.0352
78,1.0483
78,1.0141
78,1.0284
78,1.0661
78,1.0202
78,1.0704
78,1.0071
78,0.9736
78,1.0262
78,0.9781
78,0.9676
78,1.0314
78,1.083
78,1.0304
78,1.0282
78,0.9671
78,0.9964
79,0.9834
79,1.0129
79,1.0061
79,0.9838
79,0.9584
79,1.0497
79,1.0014
79,1.0972
79,0.9952
79,0.9949
79,0.9612
79,0.9907
79,1.0252
79,0.9861
79,0.9941
79,0.9494
79,0.9766
79,0.9739
79,0.9969
79,0.9798
79,0.9775
79,1.0565
80,1.0319
80,1.0561
80,1.044
80,0.9697
80,1.0918
80,1.0042
80,0.9921
80,1.0705
80,1.0433
80,0.9686
80,1.0885
80,0.9763
80,1.0121
80,0.9814
80,0.9897
80,0.9891
80,0.9792
80,0.9927
80,1.0146
80,1.0211
80,0.9641
80,0.9623
80,0.9617
80,1.0653
80,1.0147
80,0.9663
80,0.9713
80,1.0087
80,0.9763
80,0.9961
80,1.1438
81,0.9505
81,1.0109
81,1.0184
81,1.0604
81,1.0335
81,0.9476
81,1.009
81,1.0544
81,1.0321
81,0.9306
81,0.9874
81,0.9874
81,0.9929
81,0.9873
81,0.949
81,1.0547
81,0.9964
81,1.0222
81,0.9413
81,0.9481
81,1.1328
81,1.0676
81,0.9979
81,1.0635
82,1.0024
82,1.2519
82,1.0511
82,1.0696
82,1.0694
82,1.0246
82,0.992
82,0.9645
82,1.0058
82,1.0235
82,0.9971
82,0.9518
82,0.9292
82,1.018
82,0.9871
82,0.9816
82,1.0439
82,1.0283
82,1.0378
82,1.0333
82,1.0065
82,0.9681
82,1.0186
82,1.0527
82,1.0636
82,0.9674
82,1.0065
82,1.1656
82,1.0064
83,1.102
83,1.0339
83,0.9994
83,0.9638
83,1.0665
83,0.9931
83,1.0209
83,0.981
83,0.9872
83,0.9291
83,1.0008
83,1.018
83,0.9783
83,0.9394
83,1.0833
83,0.969
83,1.0565
83,0.9574
83,1.0098
83,0.9956
84,1.0031
84,0.9951
84,0.9613
84,0.9371
84,0.9379
84,0.9915
84,1.0033
84,0.9556
84,0.9915
84,0.9582
84,1.0108
84,0.9409
84,1.0284
84,1.0522
84,1.1857
84,0.9994
84,1.0714
84,1.056
84,0.9849
84,1.0391
84,0.9954
84,0.9861
84,1.0273
84,0.9684
84,0.9802
84,0.973
84,1.0566
84,0.9967
85,0.9795
85,1.0262
85,0.9619
85,1.0076
85,0.9761
85,1.0561
85,0.9947
85,0.99
85,1.0121
85,1.0303
85,1.0521
85,1.0038
85,1.0029
85,0.9738
85,0.9793
85,0.9944
85,0.9799
85,0.9607
85,1.0609
85,1.0395
85,0.9485
85,1.046
85,1.0155
86,0.9697
86,1.0531
86,1.0975
86,1.0686
86,1.0651
86,0.9696
86,0.9467
86,0.9283
86,0.9905
86,1.1424
86,1.0204
86,0.9459
86,0.9616
86,0.9613
86,1.0578
86,1.0427
86,0.9611
86,0.9466
86,1.0132
86,1.0793
86,0.9667
86,1.001
86,0.9426
86,0.9568
87,0.9814
87,0.9973
87,1.0295
87,0.8935
87,0.9435
87,1.0339
87,1.0666
87,1.0348
87,1.0607
87,0.9482
87,0.9504
87,0.9952
87,0.9689
87,1.0022
87,0.9696
87,0.9631
87,0.9679
87,0.9251
87,1.0085
87,1.0398
87,0.9711
87,1.1933
87,0.9637
87,1.3755
87,0.9906
87,0.9889
87,1.0472
87,0.9606
87,1.0686
88,1.0238
88,1.1024
88,0.9793
88,0.9298
88,1.0267
88,1.0606
88,0.9854
88,1.0227
88,1.1068
88,1.0727
88,0.9797
88,1.0585
88,0.9998
88,1.0454
88,0.9703
88,1.0662
88,1.0099
88,0.9682
88,1.0549
88,1.0545
88,0.9996
88,1.0417
88,1.0914
88,0.974
88,1.043
88,1.0459
89,0.9628
89,0.9929
89,0.9627
89,1.0165
89,1.0156
89,0.9622
89,1.0146
89,0.9646
89,1.0244
89,0.9808
89,0.9829
89,1.0682
89,1.0033
89,1.0216
89,1.0196
89,0.9736
89,1.0124
89,0.9539
89,0.955
89,1.071
89,1.0061
89,1.0714
89,0.9815
89,1.0613
89,0.9438
89,0.9425
89,1.0091
89,1.0091
89,1.0574
89,0.9722
89,0.9177
90,0.9751
90,0.9607
90,0.9915
90,0.9751
90,0.9426
90,0.9668
90,1.0583
90,1.0093
90,0.9967
90,0.9483
90,0.9827
90,1.0456
90,1.2686
90,1.0993
90,1.1102
90,0.99
90,1.0514
90,1.0352
90,1.055
90,1.0549
90,0.9585
90,0.9168
91,0.9487
91,0.9863
91,1.0341
91,1.0448
91,1.0498
91,1.0029
91,0.9076
91,1.0079
91,1.0938
91,1.0513
91,0.94
91,0.9665
91,1.0924
91,0.9763
91,1.0638
91,0.9209
91,1.0161
91,1.0728
91,1.0419
91,1.0144
91,1.0437
91,0.947
91,1.0413
91,1.0413
91,1.1275
91,1.0137
91,1.0134
91,0.9637
91,1.0126
91,1.0204
91,1.1112
91,1.0108
91,0.9826
92,0.9935
92,0.955
92,0.9685
92,1.043
92,0.9951
92,1.0435
92,0.977
92,0.9964
92,1.0841
92,1.0353
92,1.0888
92,1.1103
92,1.0409
92,0.9893
92,1.0875
92,0.9351
92,0.9486
92,0.9701
92,1.0061
92,1.028
92,0.984
92,0.9715
92,1.0535
92,1.0207
92,1.209
92,1.014
92,1.0277
92,1.0231
92,1.1035
92,1.082
92,0.9314
92,1.0559
92,0.9306
92,1.0329
92,0.9859
92,1.0582
93,1.1003
93,0.9537
93,1.0105
93,1.0011
93,1.0764
93,0.9553
93,1.0219
93,0.9326
93,0.9474
93,1.1082
93,0.9463
93,1.0158
93,0.9711
93,1.0235
93,0.9609
93,1.0331
93,0.9786
93,0.9239
93,0.9876
93,1.0349
93,0.9653
93,1.0665
93,1.0352
93,1.1103
93,1.0054
93,0.9728
93,0.9985
93,0.9776
93,0.9841
93,1.0265
93,1.1026
93,1.053
93,1.0377
93,0.9503
93,1.0379
94,0.9849
94,1.0436
94,0.9854
94,0.961
94,1.0097
94,0.9496
94,1.0013
94,0.9277
94,0.9724
94,0.9705
94,0.976
94,1.1296
94,1.0286
94,0.9693
94,0.9012
94,0.9942
94,0.9937
94,1.0419
95,0.9932
95,1.0049
95,1.226
95,1.0083
95,1.0956
95,0.9379
95,0.9109
95,1.0769
95,0.951
95,0.9943
95,1.014
95,0.962
95,0.9751
95,1.0593
95,0.9603
95,0.9575
95,0.977
95,1.0386
95,0.9385
95,0.9712
96,0.9794
96,0.9494
96,1.0731
96,0.9312
96,1.0236
96,1.0207
96,1.1257
96,1.0732
96,1.0033
96,1.0875
96,1.098
96,1.0433
96,1.0617
96,0.9527
96,0.9574
96,0.9522
96,1.0368
96,0.9747
96,0.9892
96,1.1307
96,0.9982
96,0.9992
96,1.0971
96,0.9861
96,0.9344
96,0.9178
96,0.9589
96,0.9872
96,0.9872
96,0.9073
97,0.9709
97,0.9743
97,1.074
97,0.9163
97,0.967
97,0.9678
97,0.9801
97,0.9651
97,1.1086
97,0.9822
97,1.0164
97,1.4088
97,1.0152
97,0.9466
97,1.0209
97,0.9329
97,1.0062
97,1.0293
97,1.031
97,1.0311
97,1.0021
97,1.0344
97,0.9514
97,0.9962
97,0.9496
97,0.9582
97,1.0838
97,0.9909
97,1.0445
97,0.958
97,0.9598
97,1.125
97,0.9605
98,1.0196
98,1.1212
98,1.4333
98,1.054
98,1.0837
98,0.9711
98,1.1204
98,1.0986
98,0.9723
98,1.4953
98,0.9681
98,0.9602
98,1.0115
98,0.9033
98,0.9577
98,1.044
98,0.9568
98,0.9934
98,0.9937
98,0.936
98,0.9972
98,1.0445
98,0.9985
98,0.9572
98,1.0653
98,0.9345
98,0.9981
98,1.1029
99,0.9426
99,0.9484
99,0.9538
99,0.9544
99,1.1317
99,1.1002
99,0.9218
99,1.0528
99,0.9913
99,0.9886
99,0.9834
99,0.9953
99,0.9815
99,0.9125
99,0.9797
99,1.0592
99,1.0478
99,1.0357
99,0.9761
99,0.9724
99,0.9781
99,0.9209
99,1.0137
99,1.2348
99,1.0671
99,1.0248
99,0.9878
99,1.0337
100,0.9488
100,0.9886
100,1.0351
100,0.9431
100,0.9577
100,0.904
100,1.0424
100,0.9307
100,1.0407
100,1.0129
100,0.9553
100,1.1171
100,1.0339
100,0.9961
100,0.9963
100,1.0072
100,0.997
100,1.0016
100,1.182
100,1.0339
100,1.0712
100,1.0165
100,0.9769
100,0.9736
100,0.9411
100,0.9833
100,0.9701
100,0.97
100,1.0532
100,0.9215
100,1.0703
100,1.1575
100,0.9684
100,0.96
100,0.9855
101,1.0232
101,0.9982
101,1.0354
101,1.0649
101,1.0186
101,1.0347
101,0.9467
101,0.9489
101,1.0193
101,1.0034
101,0.9236
101,1.0704
101,1.0243
101,1.0229
101,0.9142
101,0.9616
101,0.9038
101,0.9565
101,0.908
101,0.9959
101,0.9831
101,0.8977
101,1.0396
101,0.9414
101,0.9907
101,1.0824
101,1.0403
101,0.9949
101,1.0891
102,1.0522
102,0.9076
102,0.9211
102,0.989
102,1.0153
102,0.9912
102,1.051
102,1.0822
102,1.0316
102,1.0931
102,1.0012
102,0.971
102,1.0654
102,1.04
102,0.9548
102,0.9534
102,0.9808
102,0.9915
102,0.9862
102,1.0556
102,1.1124
102,0.9433
102,0.9378
102,0.9364
102,1.1033
102,1.1108
103,0.9622
103,0.9767
103,0.972
103,1.0616
103,1.0879
103,0.9579
103,1.0247
103,1.0452
103,1.0018
103,0.9981
103,0.9125
103,1.0249
103,0.9334
103,1.074
103,0.9907
103,0.981
103,0.9617
103,0.9154
103,0.937
103,0.9923
103,0.9462
103,0.9665
103,0.9899
103,0.951
103,0.9745
103,0.9605
103,0.9731
103,1.024
103,1.078
103,0.9386
103,1.0366
104,0.9908
104,1.0353
104,0.9897
104,1.0657
104,1.0585
104,0.9986
104,0.9141
104,1.0583
104,0.9136
104,0.9245
104,0.9479
104,0.9133
104,1.0258
104,1.0267
104,0.9667
104,1.1768
104,1.0246
104,1.0043
104,1.0801
104,1.0222
104,1.0607
104,0.9428
104,0.9957
104,0.9835
104,1.0128
104,1.0743
104,1.0112
105,0.9422
105,1.0382
105,1.0698
105,1.1
105,0.9828
105,1.0551
105,0.9896
105,1.0093
105,1.058
105,0.9868
105,1.0655
105,0.9919
105,1.0974
105,1.0321
105,1.0158
105,1.0886
105,0.966
105,0.9801
105,1.0273
105,1.1019
105,0.9776
105,0.9685
105,1.0854
105,1.1265
105,0.911
105,0.9351
105,0.9409
105,1.0402
105,1.0064
105,1.1137
106,1.0398
106,0.8681
106,0.9486
106,0.9605
106,1.0967
106,1.0408
106,0.9952
106,1.0122
106,0.9097
106,0.9954
106,0.9417
106,0.9626
106,0.9526
106,0.8859
106,0.9757
106,1.0447
106,1.0042
106,0.9777
106,0.9784
106,1.0169
106,0.9335
106,0.9296
106,0.9637
106,0.9814
106,0.9824
106,1.2586
106,0.9324
106,1.0308
106,0.9461
106,0.9538
106,0.9614
106,1.0166
107,0.9732
107,1.0392
107,0.9182
107,0.9732
107,0.9438
107,0.9923
107,1.0245
107,0.9605
107,0.9528
107,0.8987
107,1.0232
107,1.1082
107,1.0551
107,0.982
107,1.1506
107,1.0936
107,0.9643
107,0.9856
107,1.0145
107,0.9786
107,1.1048
107,0.977
107,1.0064
107,1.0613
108,0.988
108,1.0451
108,1.0795
108,1.0459
108,1.0478
108,1.0074
108,1.0774
108,1.0082
108,0.985
108,1.0224
108,1.1004
108,0.9694
108,1.0551
108,0.9782
108,0.9545
108,0.9777
108,0.9775
108,1.0878
108,0.9341
108,0.9841
108,1.0298
108,0.9812
108,1.1366
108,0.9697
108,0.9958
108,0.9862
108,1.0517
108,1.03
108,0.9728
108,0.9419
108,1.0165
108,0.953
108,0.9487
108,1.4691
109,0.9984
109,0.9319
109,1.0353
109,1.002
109,1.0649
109,0.9569
109,1.024
109,0.9289
109,1.0884
109,0.9181
109,0.9762
109,0.9215
109,1.0399
109,0.9857
109,0.9596
109,1.0222
109,1.1368
109,0.9967
109,1.1085
109,0.8937
109,0.9601
109,0.9823
109,1.0806
109,0.9378
109,1.0805
109,1.0818
109,1.0105
109,1.0097
109,1.0479
110,1.0394
110,0.9428
110,1.0245
110,0.9273
110,0.9371
110,1.0
110,1.0366
110,0.9581
110,1.0275
110,0.9942
110,1.0232
110,0.8816
110,1.1123
110,0.9846
110,1.1551
110,0.933
110,1.0523
110,1.072
110,1.0967
110,1.0134
110,1.0568
110,1.1491
110,1.048
110,1.0476
110,0.9476
110,0.9084
110,0.95
110,0.9497
110,1.022
110,0.9916
110,0.9401
110,0.9504
110,0.9729
110,0.9747
110,0.9771
110,0.9165
110,0.9636
111,1.0526
111,0.9556
111,1.0665
111,1.0515
111,0.9457
111,1.0115
111,1.1773
111,1.0159
111,1.1369
111,1.3177
111,1.0331
111,0.9302
111,0.9198
111,1.0668
111,1.2083
111,0.9141
111,1.1464
111,0.9467
111,1.0289
111,0.9345
111,0.9997
111,1.0343
111,1.0544
111,0.9325
111,0.9918
111,0.9505
111,1.0482
111,0.9504
111,0.9951
111,1.081
111,1.0406
111,1.0227
111,1.0934
111,0.9555
111,0.9642
111,0.9898
111,0.8475
111,1.0111
111,0.9019
111,0.902
112,1.1087
112,0.9332
112,1.1853
112,0.978
112,0.9496
112,1.0043
112,1.0461
112,1.0185
112,1.033
112,0.9544
112,1.0235
112,1.0569
112,1.0846
112,1.0466
112,0.9416
112,1.0974
112,1.0823
112,0.9749
112,1.0028
112,0.9562
112,1.0519
112,0.9261
112,0.9075
112,0.996
112,0.9356
112,0.9727
112,0.9291
112,1.0239
112,0.9874
113,0.9642
113,1.0331
113,1.0045
113,1.045
113,0.9506
113,1.1184
113,0.9619
113,0.9636
113,1.0042
113,0.9465
113,1.0392
113,0.9962
113,1.0486
113,1.0983
113,1.0399
113,0.9481
113,1.1419
113,0.9444
113,0.8693
113,1.0824
113,1.0742
113,1.0224
113,1.0685
113,1.0112
113,1.1175
113,1.0689
114,1.0821
114,0.9673
114,0.9752
114,1.0739
114,1.1189
114,0.9226
114,1.0029
114,1.0862
114,0.8883
114,0.9246
114,1.1166
114,0.886
114,0.9394
114,0.9124
114,0.9657
114,0.9577
114,0.9343
114,1.1319
114,0.9925
114,0.9988
114,0.9605
114,1.0291
114,1.0254
114,1.2202
114,1.0268
114,0.9466
114,1.0185
114,1.0209
114,1.0111
114,1.2067
114,1.0098
114,1.0173
114,1.1191
114,0.9333
114,1.0207
115,1.0913
115,1.047
115,1.0295
115,1.168
115,1.1677
115,0.9882
115,1.0734
115,1.0231
115,0.9929
115,1.0277
115,1.0192
115,1.3184
115,1.0628
115,0.9997
115,1.0601
115,0.9955
115,0.965
115,1.0654
115,0.9814
115,0.9369
115,1.0411
115,1.0137
115,0.9005
115,1.0198
116,1.071
116,0.9523
116,1.0437
116,1.0447
116,0.9851
116,1.0575
116,1.0262
116,0.9078
116,1.2221
116,0.9891
116,1.0441
116,0.957
116,0.9571
116,0.94
116,1.0
116,0.9229
116,1.3115
116,1.0077
116,0.9248
116,1.0331
116,1.085
116,0.9422
116,1.0458
116,0.928
116,0.9546
116,0.9873
116,1.0073
116,1.0014
116,0.9143
116,1.0277
117,0.9912
117,0.988
117,0.9354
117,1.0532
117,1.0199
117,1.0132
117,0.95
117,0.9543
117,1.0628
117,1.1307
117,0.9252
117,0.9554
117,0.9251
117,0.9714
117,0.9822
117,0.9741
117,1.2217
117,1.4486
117,1.0534
117,1.0405
117,0.9678
117,0.9
117,1.0429
117,1.1688
117,0.9079
117,1.0072
117,0.9923
117,0.9675
117,0.937
117,0.9953
117,0.8903
117,1.0159
117,0.9223
118,1.0105
118,1.1954
118,1.0176
118,1.0194
118,1.1576
118,1.0772
118,0.9653
118,0.9448
118,1.0015
118,1.037
118,1.0674
118,1.0222
118,0.9692
118,0.9751
118,0.9586
118,1.0087
118,1.0214
118,0.9144
118,0.9962
118,1.0925
118,1.0072
118,1.0455
118,1.0435
118,1.3968
118,0.9298
118,0.9541
118,1.0114
118,1.049
118,1.0117
119,0.9937
119,1.0844
119,0.9714
119,1.1734
119,1.0464
119,0.9644
119,0.9637
119,0.9467
119,1.0415
119,0.9469
119,0.905
119,0.9969
119,0.9636
119,1.0664
119,0.9923
119,1.077
119,1.0449
119,1.1454
119,1.0559
119,0.9973
119,0.9352
119,0.8879
119,1.0469
119,1.0017
119,1.0649
119,1.0872
119,1.1011
119,0.9979
119,0.9755
119,1.0022
119,1.0584
119,1.0028
119,0.8802
119,0.9581
119,1.0033
119,1.1475
119,0.9006
119,0.9833
119,0.9569
120,0.9301
120,1.0224
120,0.9378
120,0.8613
120,0.9256
120,0.9672
120,0.98
120,0.9927
120,0.9028
120,0.9699
120,0.9098
120,1.0665
120,1.1741
120,0.9948
120,0.9159
120,1.0426
120,1.0079
120,0.9111
120,0.969
120,0.9008
120,1.0261
120,0.9348
120,0.9768
120,0.9874
120,1.0062
120,0.9597
120,1.0057
120,0.9066
120,1.0377
120,1.0683
120,1.0455
120,0.9969
121,1.0399
121,1.1217
121,0.9025
121,0.9906
121,1.0076
121,1.0715
121,1.0352
121,0.9611
121,1.0303
121,1.4776
121,0.9646
121,0.9901
121,0.9235
121,0.9885
121,0.9412
121,0.9681
121,0.8634
121,0.9634
121,1.0114
121,1.1916
121,0.9506
121,1.0774
121,0.9462
121,0.9541
121,1.2286
121,1.0239
121,1.0114
122,1.061
122,0.9578
122,0.8943
122,1.0409
122,1.0516
122,1.0697
122,1.0834
122,0.9978
122,1.1128
122,1.0055
122,1.0724
122,0.9
122,0.938
122,0.9664
122,0.9777
122,1.1038
122,1.029
122,1.0948
122,1.0852
122,1.066
122,0.9828
122,0.9749
122,0.9924
123,0.9285
123,1.0414
123,1.0832
123,1.0105
123,0.9518
123,0.9932
123,1.0481
123,0.9363
123,1.0209
123,0.9267
123,0.9762
123,1.0912
123,0.9919
123,1.1093
123,0.9846
123,0.9844
123,1.0072
123,1.1434
123,0.861
123,1.0966
123,1.0015
123,0.9625
123,0.9255
123,0.9635
123,0.9295
123,1.0402
123,0.9069
123,1.0169
124,1.0674
124,0.933
124,0.9838
124,0.991
124,0.9477
124,1.0577
124,1.046
124,0.9758
124,1.0852
124,1.0656
125,0.8694
125,1.1191
125,0.9752
125,0.9679
125,0.9556
125,1.0236
125,0.9842
125,1.0805
125,1.2331
125,1.0362
125,0.9548
125,0.9242
125,1.1809
125,0.9746
125,0.9802
125,0.9789
125,0.9638
125,1.2949
125,1.021
125,0.9692
125,1.0616
125,1.0417
125,0.9205
126,1.0536
126,1.044
126,0.9037
126,1.0149
126,0.9424
126,0.9397
126,0.9712
126,0.9534
126,1.0094
126,0.9762
126,0.955
126,0.9484
126,0.9503
126,1.0387
126,0.995
126,1.0382
126,1.0364
126,0.9411
126,0.9434
126,1.0406
126,1.0416
126,0.9309
126,0.9797
126,1.0286
126,0.9554
126,1.004
126,1.0172
126,1.0478
126,1.1149
126,1.0214
126,0.9461
126,0.9946
126,0.9079
126,0.9389
126,0.9739
126,1.1034
127,1.0088
127,1.0639
127,1.0872
127,1.0283
127,0.9749
127,0.9667
127,0.9047
127,1.11
127,1.0678
127,1.021
127,0.9785
127,1.019
127,0.9754
127,1.0604
127,0.9843
127,0.9106
127,0.9562
127,1.0245
127,0.9763
127,1.0706
127,1.0793
127,1.0398
127,1.0566
127,1.0675
127,0.9613
127,0.9631
127,1.0892
127,0.9424
127,1.0704
127,0.977
127,0.9621
127,0.9611
128,0.9217
128,0.9998
128,0.9651
128,0.9849
128,0.9148
128,1.021
128,0.9689
