x,y
1904,1.0575
1914,0.8784
1918,0.7504
1951,0.7747
1956,0.7549
1957,0.7676
1967,1.0311
1974,0.8943
1975,0.7812
1990,0.9639
2011,0.9485
2032,0.9625
2042,0.9935
2060,1.1358
2089,0.8384
2106,0.9839
2112,0.9627
2189,0.635
2190,1.0991
2196,0.8747
2198,1.0663
2209,0.9831
2278,1.1099
2314,1.0605
2318,1.1055
2341,1.0647
2353,0.9788
2388,1.0571
2393,0.5495
2430,1.0738
2469,0.9248
2476,1.0925
2509,0.9712
2565,1.1637
2581,1.2577
2596,1.0962
2705,1.1148
2716,0.9804
2740,1.0003
