x,y
71,0.9936
71,1.013
71,0.9736
71,0.9583
71,1.0304
71,1.0243
71,1.0119
72,1.002
72,1.0174
72,0.9998
72,1.0045
72,1.0416
72,1.1098
72,1.0654
72,1.0165
72,0.9831
72,1.1016
72,0.9766
72,0.9877
72,1.0119
72,0.9949
72,1.0666
72,1.0069
72,0.9606
72,1.0077
72,1.0251
72,0.9768
72,0.9545
72,1.0768
73,1.0584
73,1.0578
73,1.0051
73,1.0721
73,0.9764
73,1.0138
73,0.9705
73,1.0655
73,1.0098
73,1.0342
73,1.0
73,1.0542
73,0.9852
73,1.0526
73,1.0034
73,1.0221
73,1.0722
73,1.0577
73,1.0791
73,1.0018
73,1.0499
73,0.964
73,1.0434
73,1.0215
73,0.9667
73,0.9672
73,1.0433
73,1.0328
73,1.0011
74,0.9577
74,0.9768
74,0.9577
74,0.9956
74,1.0103
74,1.0559
74,1.0363
74,1.0076
74,0.9792
74,1.037
74,1.0121
74,0.9708
74,1.0849
74,0.9806
74,1.0215
74,0.9951
74,0.9605
74,0.9858
74,0.9884
75,1.1271
75,0.9649
75,1.0014
75,1.0587
75,1.1075
75,1.0151
75,1.0107
75,0.9525
75,0.9484
75,0.9619
75,0.9614
75,1.0802
75,0.998
75,0.9479
75,0.9975
75,0.9935
75,1.0212
75,0.996
75,0.9838
75,1.1208
75,0.991
75,1.0257
75,1.0263
75,1.0568
75,1.0441
75,0.9838
75,0.9835
76,1.0242
76,1.0597
76,1.0453
76,0.9619
76,1.0615
76,1.0253
76,0.9677
76,1.3966
76,0.9957
76,0.9815
76,0.982
76,0.9984
76,1.0019
76,1.0419
76,0.973
76,1.0642
76,1.0193
76,0.9826
76,1.1912
77,0.9748
77,1.031
77,1.0158
77,0.9917
77,0.9745
77,0.9718
77,1.0177
77,0.9714
77,0.9918
77,1.0981
77,0.9739
77,1.3254
77,1.0208
77,0.9234
77,0.9858
77,0.9796
77,0.961
77,0.9366
77,0.9783
77,0.9805
77,1.1187
77,1.0209
78,1.0801
78,1.0352
78,1.0483
78,1.0141
78,1.0284
78,1.0661
78,1.0202
78,1.0704
78,1.0071
78,0.9736
78,1.0262
78,0.9781
78,0.9676
78,1.0314
78,1.083
78,1.0304
78,1.0282
78,0.9671
78,0.9964
79,0.9834
79,1.0129
79,1.0061
79,0.9838
79,0.9584
79,1.0497
79,1.0014
79,1.0972
79,0.9952
79,0.9949
79,0.9612
79,0.9907
79,1.0252
79,0.9861
79,0.9941
79,0.9494
79,0.9766
79,0.9739
79,0.9969
79,0.9798
79,0.9775
79,1.0565
80,1.0319
80,1.0561
80,1.044
80,0.9697
80,1.0918
80,1.0042
80,0.9921
80,1.0705
80,1.0433
80,0.9686
80,1.0885
80,0.9763
80,1.0121
80,0.9814
80,0.9897
80,0.9891
80,0.9792
80,0.9927
80,1.0146
80,1.0211
80,0.9641
80,0.9623
80,0.9617
80,1.0653
80,1.0147
80,0.9663
80,0.9713
80,1.0087
80,0.9763
80,0.9961
80,1.1438
81,0.9505
81,1.0109
81,1.0184
81,1.0604
81,1.0335
81,0.9476
81,1.009
81,1.0544
81,1.0321
81,0.9306
81,0.9874
81,0.9874
81,0.9929
81,0.9873
81,0.949
81,1.0547
81,0.9964
81,1.0222
81,0.9413
81,0.9481
81,1.1328
81,1.0676
81,0.9979
81,1.0635
82,1.0024
82,1.2519
82,1.0511
82,1.0696
82,1.0694
82,1.0246
82,0.992
82,0.9645
82,1.0058
82,1.0235
82,0.9971
82,0.9518
82,0.9292
82,1.018
82,0.9871
82,0.9816
82,1.0439
82,1.0283
82,1.0378
82,1.0333
82,1.0065
82,0.9681
82,1.0186
82,1.0527
82,1.0636
82,0.9674
82,1.0065
82,1.1656
82,1.0064
83,1.102
83,1.0339
83,0.9994
83,0.9638
83,1.0665
83,0.9931
83,1.0209
83,0.981
83,0.9872
83,0.9291
83,1.0008
83,1.018
83,0.9783
83,0.9394
83,1.0833
83,0.969
83,1.0565
83,0.9574
83,1.0098
83,0.9956
84,1.0031
84,0.9951
84,0.9613
84,0.9371
84,0.9379
84,0.9915
84,1.0033
84,0.9556
84,0.9915
84,0.9582
84,1.0108
84,0.9409
84,1.0284
84,1.0522
84,1.1857
84,0.9994
84,1.0714
84,1.056
84,0.9849
84,1.0391
84,0.9954
84,0.9861
84,1.0273
84,0.9684
84,0.9802
84,0.973
84,1.0566
84,0.9967
85,0.9795
85,1.0262
85,0.9619
85,1.0076
85,0.9761
85,1.0561
85,0.9947
85,0.99
85,1.0121
85,1.0303
85,1.0521
85,1.0038
85,1.0029
85,0.9738
85,0.9793
85,0.9944
85,0.9799
85,0.9607
85,1.0609
85,1.0395
85,0.9485
85,1.046
85,1.0155
86,0.9697
86,1.0531
86,1.0975
86,1.0686
86,1.0651
86,0.9696
86,0.9467
86,0.9283
86,0.9905
86,1.1424
86,1.0204
86,0.9459
86,0.9616
86,0.9613
86,1.0578
86,1.0427
86,0.9611
86,0.9466
86,1.0132
86,1.0793
86,0.9667
86,1.001
86,0.9426
86,0.9568
87,0.9814
87,0.9973
87,1.0295
87,0.8935
87,0.9435
87,1.0339
87,1.0666
87,1.0348
87,1.0607
87,0.9482
87,0.9504
87,0.9952
87,0.9689
87,1.0022
87,0.9696
87,0.9631
87,0.9679
87,0.9251
87,1.0085
87,1.0398
87,0.9711
87,1.1933
87,0.9637
87,1.3755
87,0.9906
87,0.9889
87,1.0472
87,0.9606
87,1.0686
88,1.0238
88,1.1024
88,0.9793
88,0.9298
88,1.0267
88,1.0606
88,0.9854
88,1.0227
88,1.1068
88,1.0727
88,0.9797
88,1.0585
88,0.9998
88,1.0454
88,0.9703
88,1.0662
88,1.0099
88,0.9682
88,1.0549
88,1.0545
88,0.9996
88,1.0417
88,1.0914
88,0.974
88,1.043
88,1.0459
89,0.9628
89,0.9929
89,0.9627
89,1.0165
89,1.0156
89,0.9622
89,1.0146
89,0.9646
89,1.0244
89,0.9808
89,0.9829
89,1.0682
89,1.0033
89,1.0216
89,1.0196
89,0.9736
89,1.0124
89,0.9539
89,0.955
89,1.071
89,1.0061
89,1.0714
89,0.9815
89,1.0613
89,0.9438
89,0.9425
89,1.0091
89,1.0091
89,1.0574
89,0.9722
89,0.9177
90,0.9751
90,0.9607
90,0.9915
90,0.9751
90,0.9426
90,0.9668
90,1.0583
90,1.0093
90,0.9967
90,0.9483
90,0.9827
90,1.0456
90,1.2686
90,1.0993
90,1.1102
90,0.99
90,1.0514
90,1.0352
90,1.055
90,1.0549
90,0.9585
90,0.9168
91,0.9487
91,0.9863
91,1.0341
91,1.0448
91,1.0498
91,1.0029
91,0.9076
91,1.0079
91,1.0938
91,1.0513
91,0.94
91,0.9665
91,1.0924
91,0.9763
91,1.0638
91,0.9209
91,1.0161
91,1.0728
91,1.0419
91,1.0144
91,1.0437
91,0.947
91,1.0413
91,1.0413
91,1.1275
91,1.0137
91,1.0134
91,0.9637
91,1.0126
91,1.0204
91,1.1112
91,1.0108
91,0.9826
92,0.9935
92,0.955
92,0.9685
92,1.043
92,0.9951
92,1.0435
92,0.977
92,0.9964
92,1.0841
92,1.0353
92,1.0888
92,1.1103
92,1.0409
92,0.9893
92,1.0875
92,0.9351
92,0.9486
92,0.9701
92,1.0061
92,1.028
92,0.984
92,0.9715
92,1.0535
92,1.0207
92,1.209
92,1.014
92,1.0277
92,1.0231
92,1.1035
92,1.082
92,0.9314
92,1.0559
92,0.9306
92,1.0329
92,0.9859
92,1.0582
93,1.1003
93,0.9537
93,1.0105
93,1.0011
93,1.0764
93,0.9553
93,1.0219
93,0.9326
93,0.9474
93,1.1082
93,0.9463
93,1.0158
93,0.9711
93,1.0235
93,0.9609
93,1.0331
93,0.9786
93,0.9239
93,0.9876
93,1.0349
93,0.9653
93,1.0665
93,1.0352
93,1.1103
93,1.0054
93,0.9728
93,0.9985
93,0.9776
93,0.9841
93,1.0265
93,1.1026
93,1.053
93,1.0377
93,0.9503
93,1.0379
94,0.9849
94,1.0436
94,0.9854
94,0.961
94,1.0097
94,0.9496
94,1.0013
94,0.9277
94,0.9724
94,0.9705
94,0.976
94,1.1296
94,1.0286
94,0.9693
94,0.9012
94,0.9942
94,0.9937
94,1.0419
95,0.9932
95,1.0049
95,1.226
95,1.0083
95,1.0956
95,0.9379
95,0.9109
95,1.0769
95,0.951
95,0.9943
95,1.014
95,0.962
95,0.9751
95,1.0593
95,0.9603
95,0.9575
95,0.977
95,1.0386
95,0.9385
95,0.9712
96,0.9794
96,0.9494
96,1.0731
96,0.9312
96,1.0236
96,1.0207
96,1.1257
96,1.0732
96,1.0033
96,1.0875
96,1.098
96,1.0433
96,1.0617
96,0.9527
96,0.9574
96,0.9522
96,1.0368
96,0.9747
96,0.9892
96,1.1307
96,0.9982
96,0.9992
96,1.0971
96,0.9861
96,0.9344
96,0.9178
96,0.9589
96,0.9872
96,0.9872
96,0.9073
97,0.9709
97,0.9743
97,1.074
97,0.9163
97,0.967
97,0.9678
97,0.9801
97,0.9651
97,1.1086
97,0.9822
97,1.0164
97,1.4088
97,1.0152
97,0.9466
97,1.0209
97,0.9329
97,1.0062
97,1.0293
97,1.031
97,1.0311
97,1.0021
97,1.0344
97,0.9514
97,0.9962
97,0.9496
97,0.9582
97,1.0838
97,0.9909
97,1.0445
97,0.958
97,0.9598
97,1.125
97,0.9605
98,1.0196
98,1.1212
98,1.4333
98,1.054
98,1.0837
98,0.9711
98,1.1204
98,1.0986
98,0.9723
98,1.4953
98,0.9681
98,0.9602
98,1.0115
98,0.9033
98,0.9577
98,1.044
98,0.9568
98,0.9934
98,0.9937
98,0.936
98,0.9972
98,1.0445
98,0.9985
98,0.9572
98,1.0653
98,0.9345
98,0.9981
98,1.1029
99,0.9426
99,0.9484
99,0.9538
99,0.9544
99,1.1317
99,1.1002
99,0.9218
99,1.0528
99,0.9913
99,0.9886
99,0.9834
99,0.9953
99,0.9815
99,0.9125
99,0.9797
99,1.0592
99,1.0478
99,1.0357
99,0.9761
99,0.9724
99,0.9781
99,0.9209
99,1.0137
99,1.2348
99,1.0671
99,1.0248
99,0.9878
99,1.0337
